Iteration,PositiveHeat,NegativeHeat,CellCount,IterationAverageNeighbours,IterationDensity
671,748,716,118779,2.0290792,0.24449733
672,744,80,118811,2.0073898,0.24386343
673,744,718,119475,2.0289767,0.24452467
674,752,92,119501,2.0073807,0.2438801
675,752,720,120161,2.028911,0.24452738
676,748,80,120193,2.0073383,0.24389665
677,748,722,120861,2.02881,0.24455443
678,756,92,120887,2.0073292,0.24391311
679,756,724,121551,2.0287452,0.24455711
680,752,80,121583,2.0072873,0.2439295
681,752,726,122255,2.028645,0.24458386
682,760,92,122281,2.0072782,0.24394579
683,760,728,122949,2.028581,0.24458653
684,756,80,122981,2.007237,0.243962
685,756,730,123657,2.028482,0.24461298
686,764,92,123683,2.0072281,0.24397811
687,764,732,124355,2.0284185,0.24461563
688,760,80,124387,2.0071871,0.24399416
689,760,734,125067,2.0283208,0.2446418
690,768,92,125093,2.0071785,0.2440101
691,768,736,125769,2.028258,0.2446444
692,764,80,125801,2.0071383,0.24402598
693,764,738,126485,2.0281615,0.2446703
694,772,92,126511,2.00713,0.24404176
695,772,740,127191,2.0280995,0.2446729
696,768,80,127223,2.0070899,0.24405745
697,768,742,127911,2.028004,0.2446985
698,776,92,127937,2.0070815,0.24407306
699,776,744,128621,2.0279427,0.24470107
700,772,80,128653,2.0070422,0.2440886
701,772,746,129345,2.027848,0.2447264
702,780,92,129371,2.007034,0.24410406
703,780,748,130059,2.0277874,0.24472895
704,776,80,130091,2.0069952,0.24411944
705,776,750,130787,2.027694,0.24475402
706,784,92,130813,2.006987,0.24413472
707,784,752,131505,2.027634,0.24475655
708,780,80,131537,2.0069487,0.24414994
709,780,754,132237,2.0275414,0.24478135
710,788,92,132263,2.0069406,0.24416508
711,788,756,132959,2.0274823,0.24478385
712,784,80,132991,2.0069027,0.24418013
713,784,758,133695,2.0273907,0.24480839
714,792,92,133721,2.006895,0.24419512
715,792,760,134421,2.027332,0.24481088
716,788,80,134453,2.0068574,0.24421002
717,788,762,135161,2.0272415,0.24483515
718,796,92,135187,2.0068498,0.24422485
719,796,764,135891,2.0271835,0.24483763
720,792,80,135923,2.0068126,0.2442396
721,792,766,136635,2.0270941,0.24486165
722,800,92,136661,2.0068052,0.24425428
723,800,768,137369,2.0270367,0.24486409
724,796,80,137401,2.0067685,0.24426888
725,796,770,138117,2.0269482,0.24488786
726,804,92,138143,2.006761,0.24428341
727,804,772,138855,2.0268915,0.24489029
728,800,80,138887,2.0067248,0.24429786
729,800,774,139607,2.0268037,0.24491382
730,808,92,139633,2.0067177,0.24431224
731,808,776,140349,2.0267477,0.24491623
732,804,80,140381,2.006682,0.24432656
733,804,778,141105,2.026661,0.24493952
734,812,92,141131,2.0066748,0.24434079
735,812,780,141851,2.0266054,0.2449419
736,808,80,141883,2.0066392,0.24435496
737,808,782,142611,2.0265198,0.24496496
738,816,92,142637,2.0066323,0.24436906
739,816,784,143361,2.0264647,0.24496733
740,812,80,143393,2.0065973,0.2443831
741,812,786,144125,2.0263798,0.24499013
742,820,92,144151,2.0065904,0.24439704
743,820,788,144879,2.0263255,0.24499248
744,816,80,144911,2.0065558,0.24441093
745,816,790,145647,2.0262415,0.24501507
746,824,92,145673,2.006549,0.24442476
747,824,792,146405,2.0261877,0.2450174
748,820,80,146437,2.0065148,0.24443851
749,820,794,147177,2.0261047,0.24503975
750,828,92,147203,2.006508,0.2444522
751,828,796,147939,2.0260513,0.24504207
752,824,80,147971,2.0064743,0.24446581
753,824,798,148715,2.025969,0.2450642
754,832,92,148741,2.0064676,0.24447936
755,832,800,149481,2.0259163,0.2450665
756,828,80,149513,2.0064342,0.24449284
757,828,802,150261,2.025835,0.2450884
758,836,92,150287,2.0064278,0.24450627
759,836,804,151031,2.0257828,0.24509068
760,832,80,151063,2.0063946,0.24451962
761,832,806,151815,2.0257022,0.24511236
762,840,92,151841,2.0063882,0.24453291
763,840,808,152589,2.0256505,0.24511462
764,836,80,152621,2.0063555,0.24454613
765,836,810,153377,2.0255709,0.2451361
766,844,92,153403,2.0063493,0.2445593
767,844,812,154155,2.0255198,0.24513835
768,840,80,154187,2.006317,0.2445724
769,840,814,154947,2.025441,0.24515961
770,848,92,154973,2.0063107,0.24458544
771,848,816,155729,2.0253901,0.24516183
772,844,80,155761,2.0062788,0.2445984
773,844,818,156525,2.0253122,0.24518289
774,852,92,156551,2.0062728,0.24461132
775,852,820,157311,2.025262,0.24518509
776,848,80,157343,2.006241,0.24462417
777,848,822,158111,2.0251849,0.24520594
778,856,92,158137,2.0062351,0.24463695
779,856,824,158901,2.025135,0.24520813
780,852,80,158933,2.006204,0.2446497
781,852,826,159705,2.0250587,0.24522878
782,860,92,159731,2.006198,0.24466236
783,860,828,160499,2.0250094,0.24523096
784,856,80,160531,2.006167,0.24467497
785,856,830,161307,2.0249338,0.2452514
786,864,92,161333,2.0061612,0.24468751
787,864,832,162105,2.0248852,0.24525356
788,860,80,162137,2.0061307,0.2447
789,860,834,162917,2.02481,0.24527381
790,868,92,162943,2.0061247,0.24471244
791,868,836,163719,2.024762,0.24527596
792,864,80,163751,2.0060947,0.24472481
793,864,838,164535,2.0246878,0.24529602
794,872,92,164561,2.006089,0.24473713
795,872,840,165341,2.02464,0.24529813
796,868,80,165373,2.006059,0.24474938
797,868,842,166161,2.0245667,0.24531801
798,876,92,166187,2.0060534,0.24476159
799,876,844,166971,2.0245192,0.24532011
800,872,80,167003,2.006024,0.24477373
801,872,846,167795,2.0244465,0.2453398
802,880,92,167821,2.0060184,0.24478583
803,880,848,168609,2.0243998,0.24534188
804,876,80,168641,2.005989,0.24479786
805,876,850,169437,2.0243275,0.24536137
806,884,92,169463,2.0059836,0.24480984
807,884,852,170255,2.0242813,0.24536344
808,880,80,170287,2.0059547,0.24482176
809,880,854,171087,2.02421,0.24538277
810,888,92,171113,2.0059493,0.24483363
811,888,856,171909,2.024164,0.24538483
812,884,80,171941,2.0059206,0.24484545
813,884,858,172745,2.0240934,0.24540396
814,892,92,172771,2.0059154,0.2448572
815,892,860,173571,2.0240479,0.245406
816,888,80,173603,2.005887,0.24486892
817,888,862,174411,2.0239778,0.24542496
818,896,92,174437,2.0058818,0.24488057
819,896,864,175241,2.0239327,0.24542698
820,892,80,175273,2.0058537,0.24489217
821,892,866,176085,2.0238636,0.24544576
822,900,92,176111,2.0058486,0.24490371
823,900,868,176919,2.0238187,0.24544777
824,896,80,176951,2.0058208,0.24491522
825,896,870,177767,2.0237503,0.24546638
826,904,92,177793,2.0058157,0.24492666
827,904,872,178605,2.023706,0.24546838
828,900,80,178637,2.0057883,0.24493806
829,900,874,179457,2.023638,0.24548681
830,908,92,179483,2.0057833,0.2449494
831,908,876,180299,2.0235941,0.2454888
832,904,80,180331,2.0057561,0.2449607
833,904,878,181155,2.023527,0.24550706
834,912,92,181181,2.0057511,0.24497193
835,912,880,182001,2.0234833,0.24550903
836,908,80,182033,2.0057242,0.24498314
837,908,882,182861,2.0234168,0.24552713
838,916,92,182887,2.0057194,0.24499427
839,916,884,183711,2.0233736,0.24552909
840,912,80,183743,2.0056927,0.24500537
841,912,886,184575,2.0233076,0.24554703
842,920,92,184601,2.005688,0.24501641
843,920,888,185429,2.023265,0.24554896
844,916,80,185461,2.0056615,0.24502741
845,916,890,186297,2.0231996,0.24556674
846,924,92,186323,2.005657,0.24503836
847,924,892,187155,2.0231574,0.24556866
848,920,80,187187,2.0056307,0.24504925
849,920,894,188027,2.0230925,0.24558629
850,928,92,188053,2.005626,0.2450601
851,928,896,188889,2.0230505,0.2455882
852,924,80,188921,2.0056002,0.24507092
853,924,898,189765,2.0229864,0.24560566
854,932,92,189791,2.0055957,0.24508166
855,932,900,190631,2.022945,0.24560755
856,928,80,190663,2.00557,0.24509238
857,928,902,191511,2.0228813,0.24562486
858,936,92,191537,2.0055654,0.24510305
859,936,904,192381,2.02284,0.24562673
860,932,80,192413,2.0055401,0.24511366
861,932,906,193265,2.022777,0.2456439
862,940,92,193291,2.0055356,0.24512424
863,940,908,194139,2.0227363,0.24564576
864,936,80,194171,2.0055106,0.24513476
865,936,910,195027,2.0226738,0.24566276
866,944,92,195053,2.0055063,0.24514525
867,944,912,195905,2.0226333,0.24566461
868,940,80,195937,2.0054812,0.24515568
869,940,914,196797,2.0225716,0.24568146
870,948,92,196823,2.005477,0.24516608
871,948,916,197679,2.0225315,0.24568331
872,944,80,197711,2.0054524,0.24517642
873,944,918,198575,2.02247,0.24570002
874,952,92,198601,2.005448,0.24518672
875,952,920,199461,2.0224304,0.24570183
876,948,80,199493,2.0054238,0.24519698
877,948,922,200361,2.0223696,0.2457184
878,956,92,200387,2.0054195,0.24520719
879,956,924,201251,2.0223303,0.24572022
880,952,80,201283,2.0053954,0.24521737
881,952,926,202155,2.02227,0.24573664
882,960,92,202181,2.0053911,0.2452275
883,960,928,203049,2.022231,0.24573843
884,956,80,203081,2.0053673,0.24523759
885,956,930,203957,2.0221713,0.24575472
886,964,92,203983,2.0053632,0.24524763
887,964,932,204855,2.0221326,0.2457565
888,960,80,204887,2.0053396,0.24525763
889,960,934,205767,2.0220735,0.24577264
890,968,92,205793,2.0053356,0.2452676
891,968,936,206669,2.0220351,0.24577442
892,964,80,206701,2.005312,0.24527751
893,964,938,207585,2.0219765,0.24579042
894,972,92,207611,2.005308,0.24528739
895,972,940,208491,2.0219386,0.24579218
896,968,80,208523,2.0052848,0.24529722
897,968,942,209411,2.0218804,0.24580805
898,976,92,209437,2.0052807,0.24530701
899,976,944,210321,2.0218427,0.2458098
900,972,80,210353,2.0052578,0.24531677
901,972,946,211245,2.021785,0.24582553
902,980,92,211271,2.005254,0.24532649
903,980,948,212159,2.0217478,0.24582726
904,976,80,212191,2.0052311,0.24533616
905,976,950,213087,2.0216906,0.24584286
906,984,92,213113,2.0052273,0.2453458
907,984,952,214005,2.0216537,0.24584457
908,980,80,214037,2.0052047,0.24535538
909,980,954,214937,2.021597,0.24586004
910,988,92,214963,2.0052009,0.24536495
911,988,956,215859,2.0215604,0.24586175
912,984,80,215891,2.0051785,0.24537446
913,984,958,216795,2.0215042,0.2458771
914,992,92,216821,2.0051749,0.24538393
915,992,960,217721,2.021468,0.2458788
916,988,80,217753,2.0051527,0.24539338
917,988,962,218661,2.0214121,0.245894
918,996,92,218687,2.005149,0.24540277
919,996,964,219591,2.0213761,0.2458957
920,992,80,219623,2.005127,0.24541214
921,992,966,220535,2.0213208,0.24591078
922,1000,92,220561,2.0051234,0.24542145
923,1000,968,221469,2.021285,0.24591245
924,996,80,221501,2.0051014,0.24543074
925,996,970,222417,2.0212305,0.24592741
926,1004,92,222443,2.0050979,0.24543999
927,1004,972,223355,2.021195,0.24592908
928,1000,80,223387,2.0050764,0.2454492
929,1000,974,224307,2.0211406,0.24594392
930,1008,92,224333,2.0050728,0.24545838
931,1008,976,225249,2.0211055,0.24594556
932,1004,80,225281,2.0050514,0.24546751
933,1004,978,226205,2.0210516,0.24596028
934,1012,92,226231,2.005048,0.24547662
935,1012,980,227151,2.0210168,0.24596192
936,1008,80,227183,2.0050268,0.24548568
937,1008,982,228111,2.0209634,0.24597652
938,1016,92,228137,2.0050232,0.24549471
939,1016,984,229061,2.0209289,0.24597815
940,1012,80,229093,2.0050023,0.2455037
941,1012,986,230025,2.020876,0.24599263
942,1020,92,230051,2.004999,0.24551265
943,1020,988,230979,2.0208418,0.24599424
944,1016,80,231011,2.0049782,0.24552158
945,1016,990,231947,2.0207891,0.2460086
946,1024,92,231973,2.0049746,0.24553046
947,1024,992,232905,2.0207553,0.24601021
948,1020,80,232937,2.004954,0.24553931
949,1020,994,233877,2.020703,0.24602446
950,1028,92,233903,2.0049508,0.24554811
951,1028,996,234839,2.0206695,0.24602605
952,1024,80,234871,2.0049303,0.2455569
953,1024,998,235815,2.020618,0.24604018
954,1032,92,235841,2.0049272,0.24556564
955,1032,1000,236781,2.0205843,0.24604176
956,1028,80,236813,2.004907,0.24557436
957,1028,1002,237761,2.0205333,0.24605578
958,1036,92,237787,2.0049036,0.24558303
959,1036,1004,238731,2.0205,0.24605736
960,1032,80,238763,2.0048835,0.24559167
961,1032,1006,239715,2.0204494,0.24607126
962,1040,92,239741,2.0048802,0.24560028
963,1040,1008,240689,2.0204165,0.24607283
964,1036,80,240721,2.0048604,0.24560887
965,1036,1010,241677,2.020366,0.24608663
966,1044,92,241703,2.0048573,0.2456174
967,1044,1012,242655,2.0203333,0.24608818
968,1040,80,242687,2.0048375,0.24562591
969,1040,1014,243647,2.0202835,0.24610187
970,1048,92,243673,2.0048344,0.24563439
971,1048,1016,244629,2.020251,0.2461034
972,1044,80,244661,2.0048149,0.24564284
973,1044,1018,245625,2.0202014,0.24611698
974,1052,92,245651,2.0048118,0.24565125
975,1052,1020,246611,2.0201695,0.24611852
976,1048,80,246643,2.0047925,0.24565962
977,1048,1022,247611,2.0201204,0.24613199
978,1056,92,247637,2.0047894,0.24566796
979,1056,1024,248601,2.0200884,0.2461335
980,1052,80,248633,2.00477,0.24567628
981,1052,1026,249605,2.0200396,0.24614689
982,1060,92,249631,2.004767,0.24568456
983,1060,1028,250599,2.020008,0.2461484
984,1056,80,250631,2.004748,0.24569282
985,1056,1030,251607,2.0199597,0.24616165
986,1064,92,251633,2.004745,0.24570104
987,1064,1032,252605,2.0199285,0.24616316
988,1060,80,252637,2.0047262,0.24570923
989,1060,1034,253617,2.0198803,0.24617632
990,1068,92,253643,2.004723,0.24571739
991,1068,1036,254619,2.0198493,0.2461778
992,1064,80,254651,2.0047045,0.24572551
993,1064,1038,255635,2.0198016,0.24619088
994,1072,92,255661,2.0047016,0.2457336
995,1072,1040,256641,2.0197709,0.24619235
996,1068,80,256673,2.004683,0.24574168
997,1068,1042,257661,2.0197237,0.24620531
998,1076,92,257687,2.0046802,0.24574971
999,1076,1044,258671,2.019693,0.24620678
1000,1072,80,258703,2.0046618,0.24575771
0,0,0,259695,0,0
